snapshot,country,tier,confederation,teams,total_market_value,average_market_value,note
2025-03,Ukraine,2,UEFA,18,41.65,2.3139,
2025-03,Iceland,1,UEFA,12,27.26,2.2717,
2025-03,Romania,2,UEFA,22,49.18,2.2355,
2025-03,"Hong Kong, China",1,AFC,9,20.09,2.2322,
2025-03,Singapore,1,AFC,9,19.72,2.1911,
2025-03,Estonia,1,UEFA,10,21.85,2.185,
2025-03,Lebanon,1,AFC,12,25.63,2.1358,
2025-03,Peru,2,CONMEBOL,15,31.83,2.122,
2025-03,Panama,1,CONCACAF,12,24.77,2.0642,
2025-03,Switzerland,3,UEFA,18,35.74,1.9856,
2025-03,Spain,4,UEFA,90,174.59,1.9399,
2025-03,Germany,4,UEFA,90,172.72,1.9191,
2025-03,Bangladesh,1,AFC,10,18.83,1.883,
2025-03,Bulgaria,2,UEFA,20,36.38,1.819,
2025-03,India,2,AFC,12,21.17,1.7642,
2025-03,Philippines,1,AFC,10,17.63,1.763,
2025-03,Ghana,1,CAF,18,30.53,1.6961,
2025-03,Fiji,1,OFC,10,16.91,1.691,
2025-03,Luxembourg,1,UEFA,16,25.49,1.5931,
2025-03,Türkiye,3,UEFA,36,56.54,1.5706,
2025-03,Ecuador,2,CONMEBOL,12,18.67,1.5558,
2025-03,Cambodia,1,AFC,11,16.87,1.5336,
2025-03,Thailand,2,AFC,18,27.55,1.5306,
2025-03,USA,3,CONCACAF,14,21.24,1.5171,
2025-03,Myanmar,1,AFC,12,17.79,1.4825,
2025-03,Slovenia,2,UEFA,16,23.35,1.4594,
2025-03,Brazil,3,CONMEBOL,20,28.05,1.4025,
2025-03,Slovakia,2,UEFA,14,19.49,1.3921,
2025-03,Italy,4,UEFA,167,214.06,1.2818,
2025-03,Faroe Islands,1,UEFA,10,12.59,1.259,
2025-03,Indonesia,2,AFC,26,30.93,1.1896,
2025-03,Albania,2,UEFA,12,14.14,1.1783,
2025-03,Wales,1,UEFA,12,13.71,1.1425,
2025-03,Bosnia and Herzegovina,2,UEFA,33,36.56,1.1079,
2025-03,Gibraltar,1,UEFA,11,11.31,1.0282,
2025-03,Kyrgyz Republic,1,AFC,14,11.82,0.8443,
2025-03,Laos,1,AFC,8,6.58,0.8225,
2025-03,Jordan,1,AFC,12,9.78,0.815,
2025-03,Chinese Taipei,1,AFC,8,5.62,0.7025,
2025-03,Tajikistan,1,AFC,12,8.28,0.69,
2025-03,Libya,1,CAF,35,22.65,0.6471,
2025-03,San Marino,1,UEFA,16,9.1,0.5687,
2025-03,Nicaragua,1,CONCACAF,10,5.48,0.548,
2025-03,Nepal,1,AFC,7,2.23,0.3186,
2025-03,Dominican Republic,1,CONCACAF,12,1.83,0.1525,
2025-03,Jamaica,1,CONCACAF,14,1.2,0.0857,
2025-03,Nigeria,1,CAF,20,0.9,0.045,
2025-03,Uganda,1,CAF,16,0.675,0.0422,
2025-03,Ethiopia,1,CAF,18,0.125,0.0069,
2025-09,England,1,UEFA,20,12080,604,
2025-09,Spain,1,UEFA,20,5480,274,
2025-09,Italy,1,UEFA,20,5360,268,
2025-09,Germany,1,UEFA,18,4330,240.5556,
2025-09,France,1,UEFA,18,3430,190.5556,
2025-09,Portugal,1,UEFA,18,1670,92.7778,
2025-09,Brazil,1,CONMEBOL,20,1830,91.5,
2025-09,England,2,UEFA,24,1800,75,
2025-09,Türkiye,1,UEFA,18,1260,70,
2025-09,Netherlands,1,UEFA,18,1130,62.7778,
2025-09,Saudi Arabia,1,AFC,18,1100,61.1111,
2025-09,Russia,1,UEFA,16,959.48,59.9675,
2025-09,Belgium,1,UEFA,16,892.18,55.7612,
2025-09,Mexico,1,CONCACAF,18,866.2,48.1222,
2025-09,USA,1,CONCACAF,30,1340,44.6667,
2025-09,Greece,1,UEFA,14,511.6,36.5429,
2025-09,Qatar,1,AFC,12,401.55,33.4625,
2025-09,Argentina,1,CONMEBOL,30,968.32,32.2773,
2025-09,Switzerland,1,UEFA,12,385.8,32.15,
2025-09,Scotland,1,UEFA,12,356.27,29.6892,
2025-09,Austria,1,UEFA,12,345.56,28.7967,
2025-09,Denmark,1,UEFA,12,341.05,28.4208,
2025-09,United Arab Emirates,1,AFC,14,367.06,26.2186,
2025-09,Germany,2,UEFA,18,461.3,25.6278,
2025-09,Italy,2,UEFA,20,496.94,24.847,
2025-09,Croatia,1,UEFA,10,226.28,22.628,
2025-09,Ukraine,1,UEFA,16,359.88,22.4925,
2025-09,Czechia,1,UEFA,16,352.81,22.0506,
2025-09,Spain,2,UEFA,22,472.88,21.4945,
2025-09,Poland,1,UEFA,18,354.48,19.6933,
2025-09,Norway,1,UEFA,16,286.88,17.93,
2025-09,France,2,UEFA,18,311.93,17.3294,
2025-09,Sweden,1,UEFA,16,256.68,16.0425,
2025-09,Romania,1,UEFA,16,248.62,15.5388,
2025-09,Serbia,1,UEFA,16,244.25,15.2656,
2025-09,Japan,1,AFC,20,302.08,15.104,
2025-09,England,3,UEFA,24,290.85,12.1188,exclusion
2025-09,Hungary,1,UEFA,12,144.3,12.025,
2025-09,Bulgaria,1,UEFA,16,187.44,11.715,
2025-09,Brazil,2,CONMEBOL,20,231.65,11.5825,exclusion
2025-09,Korea Republic,1,AFC,12,135.4,11.2833,
2025-09,Chile,1,CONMEBOL,16,174.27,10.8919,
2025-09,Israel,1,UEFA,14,145.87,10.4193,
2025-09,Paraguay,1,CONMEBOL,12,123.13,10.2608,
2025-09,Colombia,1,CONMEBOL,20,203.6,10.18,
2025-09,Ecuador,1,CONMEBOL,16,158.91,9.9319,
2025-09,Cyprus,1,UEFA,14,136.35,9.7393,
2025-09,Uruguay,1,CONMEBOL,16,152.01,9.5006,
2025-09,South Africa,1,CAF,16,144.33,9.0206,
2025-09,China PR,1,AFC,16,138.81,8.6756,
2025-09,Azerbaijan,1,UEFA,12,103.9,8.6583,
2025-09,Portugal,2,UEFA,18,151.44,8.4133,exclusion
2025-09,IR Iran,1,AFC,16,132.68,8.2925,
2025-09,Slovakia,1,UEFA,12,93.81,7.8175,
2025-09,Peru,1,CONMEBOL,18,136.16,7.5644,
2025-09,Morocco,1,CAF,16,119.74,7.4837,
2025-09,Türkiye,2,UEFA,20,148.64,7.432,exclusion
2025-09,Egypt,1,CAF,21,153.65,7.3167,
2025-09,Belgium,2,UEFA,17,120.7,7.1,exclusion
2025-09,Japan,2,AFC,20,139.82,6.991,
2025-09,Russia,2,UEFA,18,125.66,6.9811,
2025-09,Germany,3,UEFA,20,133.66,6.683,
2025-09,Australia,1,AFC,12,77.13,6.4275,
2025-09,Slovenia,1,UEFA,10,64.27,6.427,
2025-09,Mexico,2,CONCACAF,15,93.73,6.2487,
2025-09,Netherlands,2,UEFA,20,120.3,6.015,
2025-09,Denmark,2,UEFA,12,71.7,5.975,
2025-09,Korea Republic,2,AFC,14,83.43,5.9593,
2025-09,Bosnia and Herzegovina,1,UEFA,10,58.63,5.863,
2025-09,Algeria,1,CAF,16,91.4,5.7125,
2025-09,Uzbekistan,1,AFC,16,87.31,5.4569,
2025-09,Kazakhstan,1,UEFA,14,75.89,5.4207,
2025-09,Bolivia,1,CONMEBOL,16,86.61,5.4131,
2025-09,Venezuela,1,CONMEBOL,14,74.84,5.3457,
2025-09,Italy,3,UEFA,60,314.59,5.2432,
2025-09,Tunisia,1,CAF,16,81.05,5.0656,
2025-09,Latvia,1,UEFA,10,48,4.8,
2025-09,Armenia,1,UEFA,10,47.94,4.794,
2025-09,Albania,1,UEFA,10,47.86,4.786,
2025-09,Norway,2,UEFA,16,76.55,4.7844,
2025-09,Thailand,1,AFC,16,76.49,4.7806,
2025-09,Lithuania,1,UEFA,10,46.53,4.653,
2025-09,Chile,2,CONMEBOL,16,73.25,4.5781,
2025-09,Poland,2,UEFA,18,80.56,4.4756,
2025-09,Sweden,2,UEFA,16,70.45,4.4031,
2025-09,Costa Rica,1,CONCACAF,10,43.98,4.398,
2025-09,Iraq,1,AFC,20,87.09,4.3545,
2025-09,Indonesia,1,AFC,18,78.2,4.3444,
2025-09,Switzerland,2,UEFA,10,43.05,4.305,
2025-09,Spain,3,UEFA,40,170.3,4.2575,
2025-09,Kosovo,1,UEFA,10,40.36,4.036,
2025-09,Malaysia,1,AFC,13,52.39,4.03,
2025-09,Finland,1,UEFA,12,48.18,4.015,
2025-09,USA,2,CONCACAF,24,95.96,3.9983,
2025-09,Vietnam,1,AFC,14,55.01,3.9293,
2025-09,Saudi Arabia,2,AFC,18,70.25,3.9028,
2025-09,Qatar,2,AFC,8,31,3.875,
2025-09,England,4,UEFA,24,91.68,3.82,
2025-09,Belarus,1,UEFA,16,59.93,3.7456,
2025-09,India,1,AFC,13,45.53,3.5023,
2025-09,Austria,2,UEFA,16,54.86,3.4287,
2025-09,Uruguay,2,CONMEBOL,14,47.77,3.4121,
2025-09,Georgia,1,UEFA,10,33.76,3.376,
2025-09,Czechia,2,UEFA,16,51.24,3.2025,
2025-09,Greece,2,UEFA,20,63,3.15,
2025-09,Moldova,1,UEFA,8,24.22,3.0275,
2025-09,Malta,1,UEFA,12,35.85,2.9875,
2025-09,Scotland,2,UEFA,10,29.69,2.969,
2025-09,Argentina,2,CONMEBOL,36,106.45,2.9569,
2025-09,Russia,3,UEFA,38,112.14,2.9511,
2025-09,Jordan,1,AFC,10,29.03,2.903,
2025-09,Colombia,2,CONMEBOL,16,46.21,2.8881,
2025-09,Canada,1,CONCACAF,8,22.89,2.8613,
2025-09,China PR,2,AFC,16,44.44,2.7775,
2025-09,France,3,UEFA,17,46.93,2.7606,
2025-09,Republic of Ireland,1,UEFA,10,27.58,2.758,
2025-09,North Macedonia,1,UEFA,12,32.63,2.7192,
2025-09,Guatemala,1,CONCACAF,12,32.36,2.6967,
2025-09,Oman,1,AFC,14,37.75,2.6964,
2025-09,Peru,2,CONMEBOL,15,40,2.6667,
2025-09,Estonia,1,UEFA,10,26.55,2.655,
2025-09,Montenegro,1,UEFA,10,26.34,2.634,
2025-09,Lebanon,1,AFC,12,31.41,2.6175,
2025-09,Libya,1,CAF,28,69.98,2.4993,
2025-09,Iceland,1,UEFA,12,29.66,2.4717,
2025-09,Honduras,1,CONCACAF,11,27.14,2.4673,
2025-09,Ukraine,2,UEFA,16,39.01,2.4381,
2025-09,Panama,1,CONCACAF,12,28.65,2.3875,
2025-09,Singapore,1,AFC,8,18.96,2.37,
2025-09,USA,3,CONCACAF,14,33.14,2.3671,
2025-09,Israel,2,UEFA,16,36.46,2.2788,
2025-09,Romania,2,UEFA,22,49.89,2.2677,
2025-09,Serbia,2,UEFA,16,36.12,2.2575,
2025-09,El Salvador,1,CONCACAF,12,26.98,2.2483,
2025-09,Hungary,2,UEFA,16,34.91,2.1819,
2025-09,Croatia,2,UEFA,12,25.64,2.1367,
2025-09,Kyrgyz Republic,1,AFC,14,29.58,2.1129,
2025-09,Northern Ireland,1,UEFA,12,25.27,2.1058,
2025-09,New Zealand,1,OFC,11,22.73,2.0664,
2025-09,IR Iran,2,AFC,18,36.28,2.0156,
2025-09,Bulgaria,2,UEFA,17,33.09,1.9465,
2025-09,Germany,4,UEFA,90,166.54,1.8504,
2025-09,Tajikistan,1,AFC,12,21.81,1.8175,
2025-09,Ecuador,2,CONMEBOL,12,21.72,1.81,
2025-09,"Hong Kong, China",1,AFC,10,18.01,1.801,
2025-09,Andorra,1,UEFA,10,17.96,1.796,
2025-09,Fiji,1,OFC,10,17.03,1.703,
2025-09,Türkiye,3,UEFA,37,56.64,1.5308,
2025-09,Bangladesh,1,AFC,10,14.88,1.488,
2025-09,Cambodia,1,AFC,11,16.09,1.4627,
2025-09,Spain,4,UEFA,90,129.37,1.4374,
2025-09,Myanmar,1,AFC,12,17.18,1.4317,
2025-09,Indonesia,2,AFC,20,28.05,1.4025,
2025-09,Switzerland,3,UEFA,18,25.01,1.3894,
2025-09,Uzbekistan,2,AFC,6,8.24,1.3733,
2025-09,Belarus,2,UEFA,18,24.23,1.3461,
2025-09,Ghana,1,CAF,18,24,1.3333,
2025-09,Thailand,2,AFC,18,23.58,1.31,
2025-09,Faroe Islands,1,UEFA,10,13,1.3,
2025-09,Albania,2,UEFA,12,15.55,1.2958,
2025-09,Italy,4,UEFA,162,200.52,1.2378,
2025-09,Luxembourg,1,UEFA,16,19,1.1875,
2025-09,India,2,AFC,11,12.53,1.1391,
2025-09,Slovenia,2,UEFA,16,18.19,1.1369,
2025-09,Wales,1,UEFA,12,13.51,1.1258,
2025-09,Bosnia and Herzegovina,2,UEFA,28,28.84,1.03,
2025-09,Gibraltar,1,UEFA,12,9.1,0.7583,
2025-09,Philippines,1,AFC,11,8.17,0.7427,
2025-09,Nicaragua,1,CONCACAF,10,6.08,0.608,
2025-09,Chinese Taipei,1,AFC,8,4.73,0.5913,
2025-09,San Marino,1,UEFA,16,9.06,0.5663,
2025-09,Laos,1,AFC,10,5.51,0.551,
2025-09,Bhutan,1,AFC,10,1.42,0.142,
2025-09,Dominican Republic,1,CONCACAF,10,0.96,0.096,
2025-09,Jamaica,1,CONCACAF,14,1,0.0714,
2025-09,Uganda,1,CAF,16,0.925,0.0578,
2025-09,Nepal,1,AFC,7,0.4,0.0571,
2025-09,Nigeria,1,CAF,20,1.08,0.054,
2025-09,Puerto Rico,1,CONCACAF,10,0.15,0.015,
2025-09,Ethiopia,1,CAF,20,0.1,0.005,
